customer_id,signup_at,region,risk_band,credit_limit_usd,status,tax_id,dob,email,is_confirmed_fraud
1503,2025-04-18,APAC,E,600,defaulted,955-78-4026,1976-07-23,atlas4470090@post.example,0
1504,2025-10-26,APAC,A,3300,active,975-50-3896,1963-04-27,urban9788079@test.example,0
1505,2025-10-31,NA,D,1150,active,997-97-5127,1975-10-20,coral7205549@post.example,0
1506,2025-01-01,APAC,B,2850,active,985-33-0249,1989-02-11,ember3684945@test.example,0
1507,2025-02-10,EU,B,2950,active,941-92-8310,1966-08-04,coral4596187@test.example,0
1508,2025-08-16,NA,C,2350,active,974-18-0917,1993-08-01,drift6607244@inbox.example,0
1509,2026-04-30,EU,A,3250,active,975-02-2764,1956-10-07,atlas4061615@mail.example,0
1510,2025-09-19,EU,C,2150,active,987-01-5724,1965-06-14,peak2040@test.example,0
1511,2026-04-17,LATAM,B,3900,active,963-45-4981,1983-08-31,nova8538063@inbox.example,0
1512,2026-05-02,EU,D,1550,active,923-33-4452,1984-09-06,pulse4095117@mail.example,0
1513,2026-04-29,NA,D,900,active,903-02-1323,2002-11-05,nova4908900@post.example,0
1514,2025-11-14,EU,C,2000,active,945-09-8178,1954-02-19,cedar5824460@inbox.example,0
1515,2025-06-28,EU,B,3850,active,989-21-3168,1955-04-23,ember2191227@test.example,0
1516,2025-03-14,NA,A,4450,active,951-74-4079,1975-05-15,peak7659147@test.example,0
1517,2025-10-23,EU,B,2200,active,930-73-7230,1987-05-27,cedar901782@mail.example,0
1518,2025-12-03,NA,B,3400,active,917-24-8125,1977-10-15,flint816894@test.example,0
1519,2026-04-14,EU,D,1150,active,912-57-1865,1968-07-11,peak7483200@test.example,0
1520,2025-08-23,APAC,B,3100,active,928-85-0049,1989-01-29,atlas8530964@inbox.example,0
1521,2025-04-01,LATAM,C,1450,active,947-60-8022,1978-04-27,wren1050975@mail.example,0
1522,2026-02-27,NA,A,4700,active,921-70-1615,2004-11-28,nova8440374@test.example,0
1523,2025-07-13,APAC,B,3000,active,958-46-2669,1983-01-22,urban9525549@post.example,0
1524,2025-09-21,NA,C,2400,active,990-49-4892,1969-09-05,ember9481858@inbox.example,0
1525,2025-05-31,EU,B,4150,active,935-96-9749,1964-06-27,lumen4355715@test.example,0
1526,2025-12-19,APAC,B,2450,active,984-46-8914,1967-10-28,cedar9946286@inbox.example,0
1527,2026-04-01,LATAM,D,950,active,940-26-0514,1954-01-01,peak3622011@inbox.example,0
1528,2025-07-17,EU,B,2350,active,904-97-7228,1987-05-05,nova840956@post.example,0
1529,2026-01-16,NA,B,3400,active,925-38-1903,1979-08-10,ember7055058@inbox.example,0
1530,2025-12-06,APAC,D,850,active,920-59-8079,1959-08-16,wren3365156@test.example,0
1531,2025-07-22,APAC,D,1550,defaulted,996-51-5051,1999-10-03,drift8537546@test.example,0
1532,2025-10-25,LATAM,A,5500,active,920-80-3919,1978-08-20,drift1865060@inbox.example,0
1533,2026-04-13,EU,A,3350,active,939-41-1873,2003-05-05,pulse8665825@mail.example,0
1534,2025-06-17,EU,A,2950,active,951-05-3519,1963-07-08,coral8910991@test.example,0
1535,2026-02-20,NA,B,4150,active,946-55-8620,1982-08-03,coral780311@inbox.example,0
1536,2026-01-22,EU,B,3300,active,941-21-9917,1982-06-03,quill5393277@inbox.example,0
1537,2025-09-10,NA,C,2400,active,919-84-5036,1954-05-15,ember5106997@mail.example,0
1538,2025-07-24,APAC,B,2700,active,995-74-1832,1955-12-04,flint6810992@inbox.example,0
1539,2026-05-23,NA,B,2500,active,939-84-3923,1979-06-03,ember3790104@post.example,0
1540,2025-01-19,APAC,C,1450,active,912-81-0632,2002-01-22,atlas9062745@post.example,0
1541,2026-03-05,NA,A,4550,active,938-69-9027,1992-06-04,drift3180039@post.example,0
1542,2025-11-02,EU,A,3850,active,954-18-9428,1971-03-06,cedar3351986@test.example,0
1543,2025-07-20,APAC,C,1700,defaulted,919-79-7889,1974-06-03,lumen5506915@mail.example,0
1544,2025-02-09,EU,B,4000,active,974-70-1282,1992-09-18,peak6172527@mail.example,0
1545,2025-11-05,NA,B,2500,active,989-74-9672,1974-06-23,urban4690189@test.example,0
1546,2025-01-16,APAC,A,5100,active,934-23-6089,2005-06-24,cedar230995@post.example,0
1547,2026-03-18,EU,B,3450,active,995-32-8730,1985-08-27,ember1426191@mail.example,0
1548,2026-01-03,EU,D,1150,active,928-21-2105,1986-09-09,atlas1235590@inbox.example,0
1549,2025-07-02,NA,B,3150,defaulted,936-48-8985,2007-02-22,flint9507795@mail.example,0
1550,2025-03-15,NA,A,4850,active,917-98-9753,1962-05-27,ember2934094@test.example,0
1551,2026-03-25,NA,B,4100,active,946-48-2026,1960-07-18,lumen7481531@mail.example,0
1552,2025-03-06,EU,A,5550,active,918-83-7493,1994-05-16,ember8537914@inbox.example,0
1553,2025-05-27,NA,B,2950,defaulted,963-76-6493,1984-04-01,ember1979185@test.example,0
1554,2026-05-21,EU,B,2100,active,979-61-0653,2005-12-07,lumen2211596@inbox.example,0
1555,2025-01-12,NA,A,3250,active,978-30-5727,1996-11-20,coral6264909@mail.example,0
1556,2025-11-14,LATAM,C,2300,active,928-55-6422,1968-09-07,ember4785183@post.example,0
1557,2026-04-18,NA,B,3750,active,960-42-4179,1972-03-14,flint2299406@mail.example,0
1558,2026-01-02,NA,D,1600,active,921-62-0845,1956-04-05,atlas1819462@mail.example,0
1559,2026-01-24,NA,C,2450,active,999-48-6715,1989-05-09,lumen8522312@mail.example,0
1560,2025-02-10,LATAM,C,1850,active,935-39-1774,2007-04-26,vault6818701@mail.example,0
1561,2025-04-16,APAC,E,950,defaulted,953-33-4336,1992-02-09,vault9201060@post.example,0
1562,2025-01-28,APAC,D,1100,active,948-54-1458,1983-12-28,vault9581742@mail.example,0
1563,2025-05-31,NA,A,3000,active,900-48-3656,2008-03-21,nova5615740@mail.example,0
1564,2026-04-29,APAC,C,1500,active,945-90-8358,1957-10-21,coral6534574@mail.example,0
1565,2025-04-23,NA,E,500,active,978-08-5560,1993-08-27,nova3862054@post.example,0
1566,2025-11-12,NA,C,2400,active,970-20-7634,1989-03-05,peak5031771@post.example,0
1567,2025-10-13,EU,C,2600,active,922-53-3307,2002-10-14,flint9724330@post.example,0
1568,2025-10-03,EU,C,2400,active,904-25-3391,1985-09-18,peak7410277@test.example,0
1569,2025-10-14,NA,B,3100,active,908-09-3194,1958-04-28,vault5450445@mail.example,0
1570,2025-03-03,NA,C,2700,active,948-57-9053,1983-09-21,quill4943632@test.example,0
1571,2025-02-28,NA,D,1000,active,987-65-6913,1964-12-16,flint3875239@post.example,0
1572,2025-03-10,APAC,D,1150,defaulted,919-16-2352,1953-05-19,pulse9917506@post.example,0
1573,2025-08-11,NA,C,1900,active,955-22-5642,1993-04-08,flint9773370@mail.example,0
1574,2026-02-16,NA,B,4000,active,916-97-6235,1993-12-21,flint2680249@mail.example,0
1575,2025-05-23,EU,B,3900,defaulted,996-12-9405,1965-06-23,cedar7379384@inbox.example,0
1576,2025-04-16,LATAM,A,3900,active,966-83-3483,2006-10-08,drift5962318@post.example,0
1577,2026-04-11,EU,D,1400,active,998-47-6649,1994-03-17,flint4205565@test.example,0
1578,2025-10-29,EU,E,550,defaulted,914-48-4028,1959-07-10,urban2467028@test.example,0
1579,2026-05-27,APAC,B,4150,active,962-10-3573,1968-07-29,atlas7688129@inbox.example,0
1580,2025-06-13,EU,D,1100,active,982-10-9286,1966-03-06,wren2480842@inbox.example,0
1581,2026-03-26,LATAM,D,1100,active,930-69-6921,1977-08-28,atlas9582295@mail.example,0
1582,2025-11-06,NA,A,4250,active,993-76-1738,1991-05-21,atlas2344470@mail.example,0
1583,2026-02-24,LATAM,A,5400,active,992-63-6839,1960-08-02,cedar3458706@mail.example,0
1584,2025-03-06,NA,B,3000,active,955-06-5110,1968-03-17,lumen2383518@inbox.example,0
1585,2025-05-10,EU,B,2500,active,935-24-4114,1979-02-01,cedar7768920@test.example,0
1586,2025-10-17,EU,B,2800,defaulted,971-43-3948,1965-11-14,peak8767337@inbox.example,0
1587,2025-01-03,NA,D,1550,active,962-97-6444,1954-11-08,nova9112423@post.example,0
1588,2025-05-02,APAC,A,5350,active,944-29-0070,1972-12-06,lumen7110586@test.example,0
1589,2026-03-09,LATAM,C,1550,active,962-45-4761,1998-01-11,pulse8211579@inbox.example,0
1590,2025-05-05,NA,B,2150,active,930-16-5182,1955-01-14,flint6829574@inbox.example,0
1591,2025-09-03,NA,D,1200,active,962-14-6962,1984-02-18,pulse3984673@mail.example,0
1592,2026-03-02,NA,C,1550,defaulted,931-43-9167,1969-06-07,pulse5286100@mail.example,0
1593,2025-03-22,EU,D,1350,defaulted,912-21-4635,1987-08-29,nova7519186@test.example,0
1594,2025-06-06,EU,C,2150,defaulted,982-32-2475,1953-02-14,quill5454887@post.example,0
1595,2025-07-17,EU,B,3250,active,983-30-0691,1955-10-01,peak7529406@inbox.example,0
1596,2026-03-02,NA,A,3950,active,982-27-0295,1971-02-25,flint5863625@inbox.example,0
1597,2025-07-17,EU,A,2850,active,932-99-8389,1993-03-15,coral4951355@post.example,0
1598,2025-10-09,NA,E,750,active,965-39-8817,1979-07-08,cedar6232456@post.example,0
1599,2025-04-14,APAC,A,5200,active,922-94-8588,1954-06-12,cedar6072815@post.example,0
1600,2026-03-28,APAC,B,3050,active,919-83-1992,1999-04-07,flint5966897@inbox.example,0
1601,2025-03-01,NA,C,2650,active,943-69-7245,1971-09-16,urban2956092@test.example,0
1602,2025-12-05,NA,D,1100,active,941-06-0154,1995-08-04,nova6486648@test.example,0
1603,2025-03-01,NA,C,2200,defaulted,966-87-0877,1987-04-11,ember3699382@mail.example,0
1604,2026-05-01,NA,A,5200,active,919-35-0368,2003-11-09,pulse7386924@mail.example,0
1605,2025-01-12,APAC,C,1550,active,927-54-9743,1996-07-03,ember981072@inbox.example,0
1606,2025-03-02,NA,B,3800,active,933-98-1569,1951-09-07,coral4351471@post.example,0
1607,2026-03-03,APAC,A,3950,active,976-36-5210,1997-04-29,drift7095689@test.example,0
1608,2025-10-28,NA,A,2900,active,982-60-8209,1972-04-15,atlas4392319@inbox.example,0
1609,2025-10-22,NA,D,1050,defaulted,998-27-2590,1957-07-28,flint2723532@test.example,0
1610,2025-08-24,NA,B,4050,active,993-19-0741,1960-11-10,atlas235866@mail.example,0
1611,2025-04-03,NA,B,2100,active,942-79-6789,2002-07-29,peak4619131@mail.example,0
1612,2025-08-16,APAC,B,3900,active,973-77-4689,1989-12-20,vault3275493@post.example,0
1613,2025-04-23,NA,B,4000,active,900-24-4163,1956-12-30,cedar5042325@inbox.example,0
1614,2026-01-06,NA,B,2800,active,948-49-0756,2000-07-14,peak580671@inbox.example,0
1615,2026-04-05,LATAM,E,650,active,994-28-8266,1995-03-28,nova9812138@post.example,0
1616,2025-03-09,EU,C,2250,active,929-79-9451,1995-10-20,flint2217701@mail.example,0
1617,2026-01-01,NA,C,1700,active,932-32-1733,1966-11-06,flint1848119@mail.example,0
1618,2025-04-26,EU,D,1600,active,903-99-4112,1969-01-26,pulse5430785@inbox.example,0
1619,2025-05-18,NA,E,900,defaulted,941-24-9687,1972-08-23,vault1202119@mail.example,0
1620,2026-04-07,EU,B,3900,active,909-69-2209,1983-01-06,drift9987127@inbox.example,0
1621,2026-01-07,NA,C,2250,active,904-05-1111,1953-07-29,drift608550@inbox.example,0
1622,2025-09-11,EU,D,1550,active,979-86-0581,2000-01-03,flint6877521@test.example,0
1623,2025-03-02,APAC,B,2550,active,944-66-7317,1985-07-06,vault4284942@inbox.example,0
1624,2026-03-04,NA,A,4100,active,939-51-9102,1962-03-01,quill1355096@mail.example,0
1625,2025-03-03,EU,C,1450,active,940-78-7511,2005-07-07,urban1745807@post.example,0
1626,2025-04-11,NA,B,3850,active,979-00-4574,1952-01-18,vault8687616@inbox.example,0
1627,2026-03-29,APAC,A,3550,active,928-23-7818,2000-11-20,ember4226558@mail.example,0
1628,2026-02-25,EU,B,3800,active,918-66-1630,1963-02-17,nova4567568@test.example,0
1629,2026-05-03,APAC,C,1550,active,978-44-3329,1953-09-20,cedar6509057@post.example,0
1630,2025-12-14,NA,E,650,active,937-74-4466,2000-09-29,flint2176345@post.example,0
1631,2025-01-30,EU,A,4500,active,943-85-8880,1986-03-30,cedar3307121@post.example,0
1632,2025-08-21,NA,A,3750,active,900-78-0183,1958-11-21,quill9532060@test.example,0
1633,2025-07-24,NA,D,1150,active,968-91-3143,1965-02-14,peak2379675@inbox.example,0
1634,2026-04-22,APAC,C,1450,active,927-41-6768,1975-03-09,quill8249958@post.example,0
1635,2025-07-23,NA,A,3600,active,938-04-3265,1982-09-09,quill6992603@mail.example,0
1636,2025-10-27,LATAM,D,1650,active,916-43-8511,1996-04-28,lumen7395329@inbox.example,0
1637,2025-04-25,EU,A,4750,active,915-07-5419,2001-09-14,quill3108772@post.example,0
1638,2025-12-21,EU,A,3950,active,905-40-0863,1992-09-30,vault1486254@test.example,0
1639,2025-04-26,NA,B,4050,active,922-45-3091,1997-03-22,ember5527241@post.example,0
1640,2025-05-10,LATAM,B,3350,active,993-95-9595,1953-03-01,wren780052@test.example,0
1641,2026-03-25,APAC,B,3650,defaulted,921-29-8244,1984-06-06,flint8252534@post.example,0
1642,2025-01-23,APAC,C,1500,active,957-64-3885,2005-02-25,lumen2790295@mail.example,0
1643,2025-03-03,EU,A,5300,active,905-76-3016,1991-03-08,vault9070783@inbox.example,0
1644,2026-01-14,APAC,B,3650,active,967-80-9970,1976-05-24,lumen7018897@post.example,0
1645,2025-08-14,APAC,B,3050,active,968-27-5533,1976-11-09,atlas3355422@post.example,0
1646,2025-05-14,NA,E,500,active,920-80-5768,1970-10-03,peak9038519@post.example,0
1647,2026-02-28,APAC,A,4950,active,903-74-9761,1999-05-24,lumen3475593@post.example,0
1648,2026-05-02,EU,D,1250,active,968-37-3334,1983-01-17,ember6767920@mail.example,0
1649,2025-11-13,NA,C,1950,active,940-05-4732,1996-11-26,urban6778117@test.example,0
1650,2025-02-04,NA,B,3950,active,941-40-0878,1985-04-25,flint4284906@inbox.example,0
1651,2025-11-13,APAC,D,1000,active,928-22-6981,1953-08-05,pulse4417006@mail.example,0
1652,2025-09-18,EU,A,3300,active,953-45-6930,1972-04-19,nova8307986@post.example,0
1653,2025-06-26,EU,C,1850,defaulted,910-00-6776,1958-04-04,drift9586424@test.example,0
1654,2026-03-07,NA,E,500,active,988-28-4590,1985-10-24,vault3242552@post.example,0
1655,2026-04-09,NA,A,5350,active,941-68-7215,1993-10-18,peak4840003@test.example,0
1656,2025-01-09,NA,B,2400,active,958-99-7690,1993-12-22,vault8869048@inbox.example,0
1657,2025-08-12,EU,E,850,active,963-80-0973,1981-05-25,coral6766305@post.example,0
1658,2025-10-18,NA,A,5150,active,907-35-6839,1988-01-27,pulse919899@inbox.example,0
1659,2026-05-19,EU,A,4350,active,959-70-7387,1982-02-04,wren7144706@test.example,0
1660,2026-02-18,EU,B,2600,active,909-96-5487,1971-04-28,atlas3992447@test.example,0
1661,2025-12-14,APAC,D,1450,defaulted,912-92-9641,2006-06-22,ember5194344@mail.example,0
1662,2025-03-03,EU,E,950,active,951-69-0563,1951-10-10,vault4349389@test.example,0
1663,2025-10-09,APAC,A,4300,defaulted,971-63-0076,1974-09-11,ember8582201@inbox.example,0
1664,2025-10-05,LATAM,A,4100,active,981-03-2286,1996-10-08,peak6680474@test.example,0
1665,2025-03-18,NA,A,3050,active,953-59-2505,1974-11-06,drift6297555@post.example,0
1666,2026-01-02,NA,A,3400,active,987-93-5876,1985-07-12,flint7902104@post.example,0
1667,2026-02-09,APAC,A,4050,active,937-96-3543,1996-10-10,flint1773913@test.example,0
1668,2025-10-30,EU,C,2150,active,901-16-4970,1969-06-23,vault3577851@mail.example,0
1669,2026-03-26,APAC,D,1350,active,969-53-0011,1980-01-30,coral7742140@inbox.example,0
1670,2026-02-19,APAC,A,5150,active,995-71-6615,1996-02-14,wren1945978@post.example,0
1671,2025-05-17,LATAM,D,1000,defaulted,901-57-0203,1992-01-27,quill1969448@mail.example,0
1672,2025-01-16,NA,B,4050,active,977-85-9572,1969-02-05,vault2555744@mail.example,0
1673,2026-02-11,NA,B,3000,active,977-11-8873,1988-09-15,cedar9572333@mail.example,0
1674,2026-01-19,EU,A,4950,active,948-77-6394,1989-06-24,coral9117485@test.example,0
1675,2025-12-04,EU,D,1300,active,916-45-2419,1988-10-04,flint9070469@post.example,0
1676,2026-01-30,EU,A,5350,active,959-58-2107,1999-12-25,flint388480@test.example,0
1677,2025-04-15,NA,B,2600,active,965-72-8131,1997-05-23,flint3804719@post.example,0
1678,2026-02-05,EU,B,3850,active,959-44-8974,1967-06-26,lumen7703325@test.example,0
1679,2025-02-12,NA,A,4400,active,920-91-9305,1959-03-20,wren1840151@post.example,0
1680,2026-03-30,EU,D,1300,active,986-39-8715,2004-12-28,quill1027588@mail.example,0
1681,2026-03-13,EU,A,4650,active,929-71-8223,1969-02-09,wren8016998@inbox.example,0
1682,2026-05-03,LATAM,D,1350,active,951-70-2857,2001-09-28,drift5191218@post.example,0
1683,2026-01-04,EU,A,4250,active,917-80-2833,1989-04-27,peak2306893@inbox.example,0
1684,2025-05-06,EU,A,3200,active,911-51-2321,1989-05-06,ember4302612@post.example,0
1685,2025-02-05,LATAM,B,2600,active,910-63-0484,1975-09-24,nova6481575@mail.example,0
1686,2026-01-28,APAC,B,2800,active,996-10-6182,1955-04-21,quill4011162@mail.example,0
1687,2025-01-04,EU,D,1150,active,964-03-1071,1975-01-12,drift7576188@mail.example,0
1688,2025-10-16,EU,C,2750,active,963-68-9749,1966-05-28,coral7864311@post.example,0
1689,2025-06-17,LATAM,A,4800,active,985-39-8162,1991-06-30,lumen35396@test.example,0
1690,2025-10-01,APAC,A,2850,active,906-74-0512,1995-09-10,coral86774@inbox.example,0
1691,2025-10-16,NA,A,5350,active,954-57-4741,1958-03-14,drift9702304@test.example,0
1692,2025-08-15,EU,B,3900,active,904-33-6298,1966-09-07,peak7768451@post.example,0
1693,2025-09-13,EU,E,950,active,918-54-8585,1972-03-28,wren3761610@test.example,0
1694,2026-01-01,NA,D,1300,active,915-93-9947,1985-03-28,nova272187@inbox.example,0
1695,2026-01-05,NA,D,1150,active,962-47-1692,1973-12-29,peak3197636@mail.example,0
1696,2025-04-18,NA,C,1600,active,960-04-8391,1981-11-23,drift7563409@post.example,0
1697,2025-06-01,APAC,B,2750,active,950-60-0294,1966-11-20,flint4784258@mail.example,0
1698,2026-05-23,NA,B,3650,active,976-57-0885,1985-12-31,ember7766858@inbox.example,0
1699,2026-03-01,NA,A,5300,active,921-82-3564,2005-08-23,quill2790670@mail.example,0
1700,2025-04-25,LATAM,A,3800,active,991-58-3455,1988-09-11,ember7827252@post.example,0
1701,2025-08-01,NA,D,1150,defaulted,977-76-2242,1969-10-13,urban9036941@mail.example,0
1702,2025-05-29,NA,D,1550,active,944-22-3888,2007-10-03,lumen4418437@mail.example,0
1703,2025-01-16,EU,C,2550,active,976-52-8411,1962-08-06,lumen564828@inbox.example,0
1704,2025-12-12,APAC,C,1650,defaulted,934-08-6923,2008-03-15,coral7946018@mail.example,0
1705,2026-03-01,EU,B,4100,active,907-65-3322,1981-07-01,cedar2576921@mail.example,0
1706,2025-12-28,NA,B,3450,active,925-00-6325,2001-04-03,quill7050356@post.example,0
1707,2025-10-16,NA,A,3100,active,987-57-0637,1955-01-25,quill4566795@test.example,0
1708,2026-01-24,EU,D,1450,active,951-19-5716,1994-07-09,ember2603421@post.example,0
1709,2025-11-11,NA,A,2950,active,982-07-3571,1978-03-14,wren8593916@post.example,0
1710,2025-09-10,APAC,B,3200,defaulted,944-61-1278,1956-11-13,nova955584@test.example,0
1711,2026-05-13,APAC,B,2150,active,957-65-1576,2007-07-09,drift7042437@post.example,0
1712,2025-08-15,EU,D,1200,defaulted,953-40-0285,1984-05-17,lumen3813405@post.example,0
1713,2025-09-02,APAC,C,1850,active,913-30-7588,1968-08-01,urban4973766@inbox.example,0
1714,2026-01-02,EU,D,1100,active,962-92-7745,1965-05-21,quill857158@post.example,0
1715,2026-02-22,NA,A,4900,active,951-06-6349,1973-11-25,cedar3612686@mail.example,0
1716,2025-04-06,NA,D,1050,active,906-89-4560,1972-08-23,drift8681201@inbox.example,0
1717,2025-03-17,APAC,B,2800,active,991-85-4077,1973-02-07,cedar3422778@test.example,0
1718,2026-04-15,EU,A,4950,active,913-27-9797,1952-07-26,peak9416683@mail.example,0
1719,2025-01-01,EU,E,800,defaulted,906-05-6030,1994-09-13,flint3949552@inbox.example,0
1720,2025-08-09,EU,B,2900,active,971-10-4660,1970-12-24,cedar2865525@mail.example,0
1721,2025-09-02,EU,A,4300,active,956-00-3389,1983-06-27,pulse9912200@inbox.example,0
1722,2025-11-18,NA,C,2600,active,917-43-4025,1973-03-02,coral5749119@test.example,0
1723,2025-10-09,EU,E,750,defaulted,927-92-6497,1967-03-23,lumen4017621@inbox.example,0
1724,2026-02-20,LATAM,D,1300,active,903-05-4192,1973-07-08,flint3804375@inbox.example,0
1725,2025-08-06,NA,A,5150,active,964-49-0862,1968-03-24,urban9149423@post.example,0
1726,2025-01-04,EU,E,600,active,959-06-1929,1966-12-05,peak7695683@test.example,0
1727,2025-07-31,NA,A,3800,active,947-14-1423,1960-12-20,coral9322331@mail.example,0
1728,2026-04-05,EU,E,950,active,994-07-5834,1968-02-17,coral1042639@mail.example,0
1729,2026-04-11,EU,D,1300,defaulted,986-52-8662,1991-10-10,flint8833094@inbox.example,0
1730,2026-01-22,EU,C,1550,active,933-74-2214,1971-07-03,nova3672564@inbox.example,0
1731,2025-07-02,LATAM,B,3200,active,902-65-6133,1976-01-15,quill6947054@inbox.example,0
1732,2025-01-15,APAC,B,3150,active,967-95-7078,1973-05-18,coral6896956@post.example,0
1733,2025-10-19,EU,B,2600,active,931-31-9232,2002-06-15,cedar980740@mail.example,0
1734,2025-01-08,APAC,C,1850,active,954-84-0102,1980-01-24,flint4462452@inbox.example,0
1735,2025-01-03,NA,D,1150,defaulted,993-39-7830,1968-09-22,pulse5806721@inbox.example,0
1736,2025-04-15,NA,B,3250,active,909-38-6378,1953-08-31,vault1928721@test.example,0
1737,2025-06-11,NA,B,2750,active,991-12-4389,1961-05-13,flint1324689@mail.example,0
1738,2026-05-03,APAC,B,3200,active,956-24-5304,1989-04-14,atlas5225290@post.example,0
1739,2025-12-29,NA,C,2350,active,976-73-9065,1976-06-30,quill3707506@inbox.example,0
1740,2026-03-23,LATAM,A,4300,active,946-55-9191,1959-04-04,lumen2117192@test.example,0
1741,2025-04-13,APAC,C,1500,active,991-22-9039,2003-10-30,cedar6872232@test.example,0
1742,2025-09-26,EU,C,2500,active,900-71-4590,1957-05-12,lumen3614455@mail.example,0
1743,2025-01-31,NA,A,3750,active,907-05-4736,1998-07-30,flint522252@inbox.example,0
1744,2026-01-19,APAC,C,1600,active,907-52-6329,1985-03-12,nova193139@inbox.example,0
1745,2025-12-12,EU,E,650,defaulted,993-84-6600,1955-04-27,cedar5174584@post.example,0
1746,2025-04-17,EU,C,1600,defaulted,915-91-0184,1983-08-29,drift8093495@inbox.example,0
1747,2026-04-23,APAC,C,1800,active,902-49-4491,2004-11-30,cedar6553204@inbox.example,0
1748,2025-10-25,APAC,B,2250,defaulted,920-17-3446,1970-05-27,flint2798199@test.example,0
1749,2025-12-06,EU,D,950,active,934-34-3905,1959-08-16,peak1817592@inbox.example,0
1750,2025-01-12,NA,A,4950,active,902-16-2616,1952-10-31,urban792656@mail.example,0
1751,2025-01-04,EU,E,550,defaulted,921-53-8934,2008-01-21,wren4357189@post.example,0
1752,2025-09-13,NA,C,2550,active,989-30-3724,1975-05-24,nova2201121@mail.example,0
1753,2025-10-04,NA,C,2200,active,972-97-3207,1970-03-29,ember1356353@mail.example,0
1754,2026-03-03,NA,B,3350,active,909-65-1288,1995-11-04,peak9838349@post.example,0
1755,2025-03-17,NA,D,1450,active,929-66-7578,1969-07-23,peak141921@post.example,0
1756,2026-05-02,NA,A,3700,active,957-93-5402,2003-07-17,lumen9465779@test.example,0
1757,2025-04-01,EU,E,550,active,900-31-0037,1974-10-28,ember4302049@mail.example,0
1758,2026-02-21,EU,C,2000,defaulted,945-36-7622,1996-10-31,drift1100365@inbox.example,0
1759,2025-11-11,APAC,E,700,active,951-06-3325,1977-04-28,urban6934007@mail.example,0
1760,2026-01-08,NA,E,800,active,948-52-8776,1990-06-23,atlas9895682@mail.example,0
1761,2025-04-19,APAC,C,2250,defaulted,962-16-4810,1959-07-28,wren5903019@test.example,0
1762,2025-07-06,EU,D,1450,defaulted,955-80-1425,1964-01-06,wren7857081@mail.example,0
1763,2025-07-06,APAC,B,2900,active,939-33-0406,1989-05-06,lumen3831762@test.example,0
1764,2025-05-21,EU,D,1150,active,974-71-1679,1984-07-21,peak7474224@test.example,0
1765,2025-03-08,EU,B,3200,active,920-67-8935,2003-11-25,drift3993791@inbox.example,0
1766,2026-02-25,EU,B,3050,active,948-39-9110,1984-12-01,pulse497229@post.example,0
1767,2025-01-23,EU,A,4250,active,963-33-5157,1973-04-27,urban8071745@mail.example,0
1768,2025-05-23,EU,D,1250,defaulted,949-39-4815,2003-10-14,nova69611@mail.example,0
1769,2025-12-27,EU,C,1750,active,967-21-2271,1969-10-02,ember2064477@post.example,0
1770,2026-04-07,APAC,B,3150,active,921-35-2063,1968-11-24,vault4304215@mail.example,0
1771,2025-05-09,NA,D,1500,active,960-82-2188,1988-09-06,peak9049807@inbox.example,0
1772,2025-02-20,APAC,C,1850,active,976-78-2842,1951-09-06,wren7988013@mail.example,0
1773,2025-12-21,NA,C,1800,active,934-27-9403,2008-06-12,pulse2956557@mail.example,0
1774,2025-08-29,NA,B,3150,active,996-83-5506,1962-12-12,wren4550120@inbox.example,0
1775,2025-04-23,APAC,B,3550,active,968-56-6529,1989-03-31,drift9454378@inbox.example,0
1776,2025-12-06,NA,B,4150,active,917-84-2040,1958-07-17,cedar4352687@test.example,0
1777,2026-03-29,NA,C,1450,active,925-49-7420,1961-10-26,coral747751@test.example,0
1778,2025-08-09,NA,B,3750,active,992-79-7226,1976-11-21,nova5744313@post.example,0
1779,2025-04-16,NA,A,5500,defaulted,988-75-1677,2000-04-10,ember3354710@post.example,0
1780,2026-04-02,NA,D,900,active,937-41-7427,2004-07-10,vault6652027@inbox.example,0
1781,2025-11-02,LATAM,C,2000,defaulted,973-99-8194,1999-10-16,coral9319719@test.example,0
1782,2025-02-06,APAC,D,1550,active,978-70-7956,1974-05-19,peak9762677@post.example,0
1783,2025-12-24,NA,D,1500,active,987-31-1024,1982-05-18,flint8965886@mail.example,0
1784,2025-04-04,NA,C,2150,active,987-31-8203,1979-03-25,nova4317743@post.example,0
1785,2025-03-04,NA,C,1950,active,921-91-9942,1962-06-01,wren7723625@test.example,0
1786,2025-01-02,EU,B,2800,active,972-63-7461,1974-04-25,coral1412390@mail.example,0
1787,2025-04-03,EU,B,4000,active,970-79-3193,1977-07-12,ember5702882@test.example,0
1788,2025-10-15,NA,A,4750,active,915-71-3259,1952-01-18,peak7651239@test.example,0
1789,2025-10-20,APAC,B,4150,active,990-55-5671,1963-08-18,pulse9965823@inbox.example,0
1790,2025-11-23,APAC,B,2350,active,993-09-0990,1972-06-22,coral4807543@inbox.example,0
1791,2025-08-03,EU,A,5150,active,968-77-7143,1983-09-01,flint5756214@mail.example,0
1792,2025-02-07,EU,C,1850,active,969-05-1674,1973-08-10,atlas4398696@inbox.example,0
1793,2026-02-21,NA,A,4850,active,970-44-3513,2005-01-08,vault9204469@post.example,0
1794,2025-03-02,NA,D,1600,defaulted,959-68-4647,1995-06-12,urban6379258@post.example,0
